geneid,score
smallrna.ncrna::gencode::RN7SL230P::ENSG00000264916.1,0.99999964
smallrna.ncrna::gencode::RN7SL372P::ENSG00000242565.2,1.0
smallrna.ncrna::gencode::RN7SL431P::ENSG00000264384.1,0.9999999
smallrna.ncrna::gencode::RN7SL480P::ENSG00000266187.1,1.0
smallrna.ncrna::gencode::RN7SL573P::ENSG00000239607.2,0.9999993
smallrna.ncrna::gencode::RN7SL612P::ENSG00000266160.1,1.0
smallrna.ncrna::gencode::RN7SL861P::ENSG00000243173.2,1.0
smallrna.ncrna::gencode::RNA5SP66::ENSG00000252987.1,1.0
smallrna.ncrna::gencode::RNA5SP68::ENSG00000200755.1,1.0
smallrna.ncrna::gencode::RNA5SP69::ENSG00000201347.1,0.99999976
smallrna.ncrna::gencode::RNA5SP71::ENSG00000199837.1,0.99999964
smallrna.ncrna::gencode::RNU1-132P::ENSG00000201170.1,0.99999964
smallrna.ncrna::gencode::RNU2-17P::ENSG00000222222.1,1.0
smallrna.ncrna::gencode::RNU4-19P::ENSG00000201614.1,1.0
smallrna.ncrna::gencode::RNU6-1042P::ENSG00000206931.1,0.9999999
smallrna.ncrna::gencode::RNU6-106P::ENSG00000207134.1,1.0
smallrna.ncrna::gencode::RNU6-1283P::ENSG00000202184.1,0.99999964
smallrna.ncrna::gencode::RNU6-1297P::ENSG00000207144.1,1.0
smallrna.ncrna::gencode::RNU6-1310P::ENSG00000206880.1,1.0
smallrna.ncrna::gencode::RNU6-157P::ENSG00000206684.1,1.0
smallrna.ncrna::gencode::RNU6-239P::ENSG00000212292.1,1.0
smallrna.ncrna::gencode::RNU6-691P::ENSG00000252394.1,0.9999999
smallrna.ncrna::gencode::RNU6-693P::ENSG00000251943.1,1.0
smallrna.ncrna::gencode::RNU6-938P::ENSG00000223217.1,0.9999995
smallrna.ncrna::gencode::RNU6-947P::ENSG00000252073.1,0.99999976
smallrna.ncrna::gencode::RNU7-150P::ENSG00000251780.1,1.0
smallrna.ncrna::gencode::SCARNA20::ENSG00000253060.1,1.0
smallrna.ncrna::gencode::SNORA25::ENSG00000252011.1,0.99999976
smallrna.ncrna::gencode::SNORA26::ENSG00000252236.1,1.0
smallrna.ncrna::gencode::SNORA63::ENSG00000201791.1,0.99999964
smallrna.ncrna::gencode::SNORA67::ENSG00000212338.1,0.99999964
smallrna.ncrna::gencode::SNORD59::ENSG00000252682.1,1.0
smallrna.ncrna::gencode::U3::ENSG00000252669.1,1.0
smallrna.ncrna::gencode::Y_RNA::ENSG00000199565.1,1.0
smallrna.ncrna::gencode::Y_RNA::ENSG00000202027.1,1.0
smallrna.ncrna::gencode::Y_RNA::ENSG00000202332.1,0.9999995
smallrna.ncrna::gencode::Y_RNA::ENSG00000206651.1,1.0
smallrna.ncrna::gencode::Y_RNA::ENSG00000206905.1,0.99999976
smallrna.ncrna::gencode::Y_RNA::ENSG00000207039.1,1.0
smallrna.ncrna::gencode::Y_RNA::ENSG00000207326.1,0.99999976
smallrna.ncrna::gencode::Y_RNA::ENSG00000212512.1,0.9999993
smallrna.ncrna::gencode::Y_RNA::ENSG00000252042.1,0.9999994
smallrna.ncrna::gencode::Y_RNA::ENSG00000252134.1,1.0
smallrna.ncrna::gencode::Y_RNA::ENSG00000252357.1,1.0
smallrna.ncrna::gencode::snoU13::ENSG00000238430.1,1.0
smallrna.ncrna::gencode::snoU13::ENSG00000238526.1,1.0
smallrna.ncrna::gencode::snoU13::ENSG00000238843.1,1.0
smallrna.ncrna::gencode::snoU13::ENSG00000238872.1,0.9999999
smallrna.ncrna::gencode::snoU13::ENSG00000251817.1,0.9999999
smallrna.ncrna::rfam::RSV_RNA::RF01417.13.541,1.0
smallrna.ncrna::rfam::RSV_RNA::RF01417.14.562,1.0
smallrna.ncrna::rfam::RSV_RNA::RF01417.19.695,0.99999976
smallrna.ncrna::rfam::RSV_RNA::RF01417.26.901,0.99999976
smallrna.ncrna::rfam::U6::RF00026.75.543,1.0
smallrna.ncrna::rfam::U6::RF00026.96.704,0.99999976
smallrna.ncrna::rfam::U7::RF00066.17.686,0.9999999
smallrna.ncrna::rfam::mir-320::RF00736.2.670,1.0
smallrna.ncrna::rfam::mir-492::RF00989.2.715,0.99999976
smallrna.ncrna::rfam::mir-548::RF01061.22.897,0.9999994
smallrna.ncrna::rfam::mir-557::RF01004.1.655,0.9999999
smallrna.ncrna::rfam::tRNA::RF00005.143.669,1.0
smallrna.ncrna::snornabase::U44::id.snorna.31,1.0
smallrna.ncrna::snornabase::U47::id.snorna.27,0.9999995
smallrna.ncrna::trnascanse::Ala.AGC::id.trna.87,1.0
smallrna.ncrna::trnascanse::Arg.CCT::id.trna.565,0.9999993
smallrna.ncrna::trnascanse::Arg.CCT::id.trna.568,0.9999993
smallrna.ncrna::trnascanse::Arg.TCG::id.trna.566,0.9999993
smallrna.ncrna::trnascanse::Glu.TTC::id.trna.64,1.0
smallrna.ncrna::trnascanse::Met.CAT::id.trna.32,0.9999999
smallrna.ncrna::trnascanse::Pro.AGG::id.trna.65,0.9999993
smallrna.ncrna::trnascanse::Pro.CGG::id.trna.52,0.99999964
smallrna.ncrna::trnascanse::Pseudo.???::id.trna.53,0.99999976
smallrna.ncrna::trnascanse::Val.AAC::id.trna.63,0.99999976
smallrna.ncrna::trnascanse::Val.CAC::id.trna.85,1.0
