geneid,score
smallrna.ncrna::gencode::RNU6-532P::ENSG00000207045.1,0.99988043
smallrna.ncrna::gencode::RNU6-626P::ENSG00000200224.1,0.9998634
smallrna.ncrna::gencode::RNU6-632P::ENSG00000251711.1,0.9998616
smallrna.ncrna::gencode::RNU6-738P::ENSG00000207261.1,0.9999492
smallrna.ncrna::gencode::RNU6-909P::ENSG00000252867.1,0.99995315
smallrna.ncrna::gencode::RNU6ATAC33P::ENSG00000221574.1,0.9999838
smallrna.ncrna::gencode::RNU7-161P::ENSG00000253098.1,0.9999608
smallrna.ncrna::gencode::RNU7-4P::ENSG00000252770.1,0.9999378
smallrna.ncrna::gencode::RNU7-59P::ENSG00000238880.1,0.9997861
smallrna.ncrna::gencode::RNU7-66P::ENSG00000238949.1,0.99999046
smallrna.ncrna::gencode::RNVU1-12::ENSG00000201183.1,0.99988997
smallrna.ncrna::gencode::SNORA40::ENSG00000252083.1,0.999982
smallrna.ncrna::gencode::SNORA57::ENSG00000212567.1,0.9999703
smallrna.ncrna::gencode::SNORA70G::ENSG00000206650.1,0.9998429
smallrna.ncrna::gencode::SNORA7::ENSG00000201316.1,0.99976486
smallrna.ncrna::gencode::Y_RNA::ENSG00000199357.1,0.9999167
smallrna.ncrna::gencode::Y_RNA::ENSG00000199366.1,0.99989915
smallrna.ncrna::gencode::Y_RNA::ENSG00000199636.1,0.99993205
smallrna.ncrna::gencode::Y_RNA::ENSG00000206858.1,0.99998677
smallrna.ncrna::gencode::Y_RNA::ENSG00000207387.1,0.99997234
smallrna.ncrna::gencode::snoU13::ENSG00000238536.1,0.9998498
smallrna.ncrna::rfam::5S_rRNA::RF00001.5.7454,0.9999399
smallrna.ncrna::rfam::5S_rRNA::RF00001.5.7920,0.9999889
smallrna.ncrna::rfam::7SK::RF00100.11.5253,0.9999888
smallrna.ncrna::rfam::7SK::RF00100.5.2575,0.99996233
smallrna.ncrna::rfam::IRE_I::RF00037.3.5252,0.9999876
smallrna.ncrna::rfam::Metazoa_SRP::RF00017.22.5606,0.9998739
smallrna.ncrna::rfam::Metazoa_SRP::RF00017.3.2532,0.99997854
smallrna.ncrna::rfam::Metazoa_SRP::RF00017.7.4734,0.99983144
smallrna.ncrna::rfam::Metazoa_SRP::RF00017.8.7452,0.99991643
smallrna.ncrna::rfam::RSV_RNA::RF01417.10.2582,0.99998486
smallrna.ncrna::rfam::RSV_RNA::RF01417.11.5613,0.9999888
smallrna.ncrna::rfam::RSV_RNA::RF01417.5.2542,0.9999608
smallrna.ncrna::rfam::RSV_RNA::RF01417.9.2581,0.9999918
smallrna.ncrna::rfam::mir-1302::RF00951.2.8038,0.99985826
smallrna.ncrna::rfam::mir-207::RF00802.1.4428,0.99988866
smallrna.ncrna::rfam::mir-320::RF00736.2.7455,0.999941
smallrna.ncrna::rfam::mir-492::RF00989.1.4421,0.9999908
smallrna.ncrna::rfam::mir-544::RF01045.3.4418,0.9999658
smallrna.ncrna::rfam::mir-548::RF01061.4.5610,0.9999443
smallrna.ncrna::rfam::mir-548::RF01061.6.3318,0.9999993
smallrna.ncrna::rfam::tRNA::RF00005.3.4,0.9999665
smallrna.ncrna::rfam::uc_338::RF02271.1.8039,0.99985886
smallrna.ncrna::trnascanse::Leu.TAA::id.trna.289,0.9999993
smallrna.ncrna::trnascanse::Pseudo.AAG::id.trna.201,0.99994624
smallrna.ncrna::trnascanse::Pseudo.AAT::id.trna.612,0.9997906
