geneid,freq_Intron,freq_IGR,freq_RNA,freq_Missense_Mutation,freq_3UTR,freq_lincRNA,freq_5Flank,freq_Silent,freq_5UTR,freq_Splice_Site,freq_Nonsense_Mutation,freq_De_novo_Start_OutOfFrame,freq_Frame_Shift_Del,freq_In_Frame_Del,freq_Frame_Shift_Ins,freq_De_novo_Start_InFrame,freq_Start_Codon_SNP,freq_In_Frame_Ins,freq_Nonstop_Mutation,freq_Start_Codon_Del,freq_Stop_Codon_Del,freq_Stop_Codon_Ins,freq_Start_Codon_Ins,freq_SNP,freq_DNP,freq_TNP,freq_DEL,freq_INS,freq_ONP,sample_count_mean,sample_count_var,gc_mean,gc_var,amp_mean,amp_var,amp_freq,del_mean,del_var,del_freq,abs_mean,abs_var,abs_freq,exp_mean,exp_var,rep_time,exp_CCLE,AAA_ref,AAC_ref,AAG_ref,AAT_ref,ACA_ref,ACC_ref,ACG_ref,ACT_ref,AGA_ref,AGC_ref,AGG_ref,ATA_ref,ATC_ref,ATG_ref,CAA_ref,CAC_ref,CAG_ref,CCA_ref,CCC_ref,CCG_ref,CGA_ref,CGC_ref,CTA_ref,CTC_ref,GAA_ref,GAC_ref,GCA_ref,GCC_ref,GGA_ref,GTA_ref,TAA_ref,TCA_ref,CADD_mean,CADD_var,CSS_mean,CSS_var,label
enhancers::chr9:72909800-72910800::NA::NA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.358,0.0,0.9408602903225808,0.1936080223417462,31.0,-0.8183334250000002,0.0622762905698403,40.0,0.8718310704225348,0.1214173136329522,71.0,0.0,0.0,395.0,19.408680104455904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.391,0.0,0.504109,0.0,0.0
enhancers::chr9:74999200-75000600::NA::NA,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.37,0.005932,0.88750009375,0.1490859357527329,32.0,-0.809401794871795,0.0533302976458515,39.0,0.8446010281690137,0.0965060904046849,71.0,0.0,0.0,333.0,11.092096414990792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3365,3.0628124999999997,0.672237,0.0786045390079999,0.0
enhancers::chrX:117598200-117599200::NA::NA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3555,0.0001125,1.1568627647058825,0.2516339665033161,17.0,-0.8333334000000001,0.0493826913580444,10.0,1.0370370740740742,0.1972934188034558,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.353,0.0,0.0,0.0,0.0
enhancers::chrX:123555600-123557000::NA::NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4375,0.7069443555555999,16.0,-0.7435898461538463,0.0491452820513077,13.0,1.126436827586207,0.5231252506842191,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enhancers::chrX:134004000-134004800::NA::NA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.547,0.0,1.1819444583333334,0.2389350929549546,24.0,-0.7976192142857144,0.0349511129426428,14.0,1.0403509473684207,0.1961054773510782,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.86,0.0,0.0,0.0,0.0
enhancers::chrX:135753200-135761800::NA::NA,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.461923076923077,0.0022829102564102,0.9710146086956524,0.1506366886254308,23.0,-0.8214287142857143,0.0361721135531428,14.0,0.9144145405405408,0.1105271049383108,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.559636363636364,35.29546905454545,0.0,0.0,0.0
enhancers::chrX:65283400-65284400::NA::NA,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.562,0.0002249999999999,1.3452380714285714,0.8481376660562253,14.0,-0.7916668125000001,0.0537036351852291,16.0,1.050000066666667,0.4868771731801333,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.7223333333333337,3.179922333333334,0.0,0.0,0.0
gc19_pc.3utr::gencode::AC007952.5::ENSG00000228157.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.123809542857144,2.783239918580785,35.0,-0.8333334193548388,0.0574073481481849,31.0,1.5176768181818183,1.9035287844082127,66.0,0.0589667791647922,0.0075677243241764,198.0,17.58159045477296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gc19_pc.3utr::gencode::AC079602.1::ENSG00000272214.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5245,0.0001124999999999,1.1263889375,0.7029293980102723,48.0,-0.8504066219512191,0.0366595913279417,82.0,0.952307784615385,0.2970014569615348,130.0,1.2491083501467044,1.0721000163363752,272.0,19.02362442174253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.9205,37.45451249999999,0.694492,0.0254734048979999,0.0
gc19_pc.3utr::gencode::AC115618.1::ENSG00000204620.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.505,0.0014768,1.234567888888889,0.6864512864831027,27.0,-0.740740888888889,0.0702159691358611,9.0,1.111111138888889,0.5730157333333801,36.0,0.2337612354149448,0.0418147896394825,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1025,13.0012439,0.0,0.0,0.0
gc19_pc.3utr::gencode::ACADL::ENSG00000115361.3,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2828333333333333,0.0040437666666666,0.9208334,0.2136573327635794,40.0,-0.8136905892857139,0.0454454847547191,56.0,0.8583334270833335,0.1168420478947735,96.0,1.7050833878358709,2.7990455219916024,696.0,17.019710166193192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.147833333333334,32.36059656666667,0.5046973333333333,0.0488886141026666,0.0
gc19_pc.3utr::gencode::ACBD7::ENSG00000176244.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.488,8.000000000000015e-06,1.4301075483870966,1.5218038948626562,31.0,-0.8000000769230768,0.0561110888889102,13.0,1.2439394318181811,1.1619519411557864,44.0,0.5828313830944999,0.5469186898555166,571.0,19.00495558638353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gc19_pc.3utr::gencode::ADAM15::ENSG00000143537.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5728571428571428,0.0078988095238095,1.5861702234042556,1.2264030100277146,188.0,-0.6904764285714285,0.0224867592592857,7.0,1.5540171128205131,1.210755462154699,195.0,3.7571709542184366,0.7927671605768509,214.0,20.44879386182664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.737857142857143,24.640068142857142,0.4394322857142857,0.037415436749238,0.0
gc19_pc.3utr::gencode::AKAP14::ENSG00000186471.8,41.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,1.0,7.0,0.0,1.048780487804878,0.047560975609756,0.4471860465116279,0.0039255836101882,1.3541666875,0.5254627842592958,16.0,-0.814814888888889,0.0516975061728611,9.0,1.16000004,0.41546282925929,25.0,0.2431750570711714,0.1706088696871003,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0731142857142864,10.996980927731087,0.0,0.0,0.0
gc19_pc.3utr::gencode::APOBEC3C::ENSG00000244509.3,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5152222222222222,0.0090769444444444,1.5347222916666663,1.246326518317259,24.0,-0.8222223333333335,0.0574073386243809,15.0,1.2606838461538454,0.8988228896386599,39.0,2.3687609822328715,1.1236734906979624,372.0,19.443457565164262,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.911888888888889,3.9266073611111114,0.3491574444444444,0.0100088315772777,0.0
gc19_pc.3utr::gencode::ASPDH::ENSG00000204653.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0745098039215686,0.1898483037908807,51.0,-0.7333335599999998,0.0249432798186187,50.0,0.9056106732673268,0.1365347882156621,101.0,1.9956336372113792,5.535033212372428,429.0,17.96192442501913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gc19_pc.3utr::gencode::BIRC8::ENSG00000163098.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.193220338983051,0.821677312682676,59.0,-0.7695037446808508,0.0393153876041073,47.0,1.0053460000000003,0.5158334761386093,106.0,0.0017036773836918,9.832122592092414e-05,921.0,18.93538089891166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gc19_pc.3utr::gencode::C11orf84::ENSG00000168005.4,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5261666666666667,0.0044673666666666,1.0227273636363636,0.3250526948555856,44.0,-0.7881946249999999,0.0363351506107499,48.0,0.9003624565217387,0.1862390696236573,92.0,2.5480489914438134,0.9074166974940646,168.0,20.907666006014264,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.447799999999999,36.339285200000006,0.4541128,0.0848635629092,0.0
gc19_pc.3utr::gencode::C2orf73::ENSG00000177994.11,48.0,6.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,1.0,0.0,0.0,1.1111111111111112,0.2138364779874213,0.4062,0.0057308745762711,1.1532051923076918,0.3782682856544721,52.0,-0.8750001000000001,0.0434940847953578,20.0,1.0759260000000002,0.2990991880369014,72.0,0.1772687823704263,0.0661912614222769,384.0,15.707251271063232,2.0,0.0,5.0,6.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,4.0904915254237295,13.127881668030394,0.5546947966101696,0.0452131937328889,0.0
gc19_pc.3utr::gencode::C4orf33::ENSG00000151470.8,4.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.34325,0.0067203863636363,0.969697,0.1842231014911428,22.0,-0.816239435897436,0.0391737524366734,39.0,0.8715847868852454,0.0948086845173371,61.0,1.555513803345108,0.229569092458102,645.0,17.217541242782698,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.242500000000001,10.669866636363636,0.5642211666666667,0.0356404554434242,0.0
gc19_pc.3utr::gencode::C5orf64::ENSG00000178722.8,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.359,0.0034419999999999,1.2719298947368425,0.4543534359974328,19.0,-0.8799383703703704,0.0398117708703849,108.0,0.9385827716535436,0.1184201350998125,127.0,0.0446845796299526,0.0095538374564575,366.0,11.28886607416582,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0776666666666666,20.933615466666662,0.5679133333333334,0.0443886229278666,0.0
gc19_pc.3utr::gencode::C6orf164::ENSG00000203871.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3680557083333331,1.1545389422303023,24.0,-0.8771690273972599,0.0458294888508603,73.0,0.9986255257731962,0.35631749391946,97.0,0.3953649676122054,0.0952077748681451,556.0,16.791340975497647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gc19_pc.3utr::gencode::C6orf223::ENSG00000181577.11,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.125,0.125,0.5653333333333334,0.00214375,1.5863946326530611,1.814887305028441,97.0,-0.8888890000000002,0.0555554444445,9.0,1.5277259345794387,1.7028192772194202,106.0,1.45935533779998,2.123539618734456,185.0,17.577937706075677,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.980874999999999,12.151717267857146,0.55874125,0.0608394388836428,0.0
gc19_pc.3utr::gencode::CCDC163P::ENSG00000236624.4,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.48075,0.0007015833333333,1.2407407936507933,1.0087613448825532,63.0,-0.7536233043478262,0.0451251436100395,23.0,1.1104651860465118,0.7945165498404355,86.0,0.8139619487941104,0.2639549263556857,176.0,21.38401429754173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.294333333333334,0.7451573333333334,0.4186406666666666,2.734736633333349e-05,0.0
gc19_pc.3utr::gencode::CEP104::ENSG00000116198.8,57.0,0.0,0.0,6.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,1.0,2.0,0.0,1.0579710144927537,0.0554134697357203,0.4979178082191781,0.0085482987062404,1.2213115573770492,0.5914085218883175,61.0,-0.8831615876288652,0.0441824290725441,194.0,0.964052364705881,0.1941663134081538,255.0,2.4205966988439847,0.186085806250923,341.0,19.631061568960813,2.0,4.0,1.0,1.0,2.0,3.0,8.0,1.0,3.0,0.0,4.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,3.7714428571428575,25.046733380745348,0.4560153428571429,0.042054853283185,0.0
gc19_pc.3utr::gencode::CLEC10A::ENSG00000132514.9,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4964,0.0192038,0.900000090909091,0.2055554644444909,11.0,-0.9039801791044776,0.0419704124227553,67.0,0.9034188846153844,0.0626720979539215,78.0,1.610611120566522,1.246567865248433,360.0,20.134156802517825,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5456,217.6444608,0.3242312,0.0351810568957,0.0
gc19_pc.3utr::gencode::CLRN3::ENSG00000180745.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.431,0.0,1.0486111874999997,0.3190995873719855,48.0,-0.8548387903225803,0.0423349991774143,62.0,0.9393940181818186,0.1706050701510822,110.0,3.1078407623056017,5.469966814806589,806.0,16.27454195419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gc19_pc.3utr::gencode::CNTN6::ENSG00000134115.8,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0999999999999999,0.3106363636363636,0.0005182545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0904320670032874,0.0870741301011859,831.0,14.381069725844188,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.913181818181819,23.328959363636365,0.3814128181818182,0.0226018558125636,0.0
gc19_pc.3utr::gencode::CR769776.1::ENSG00000204788.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.373,0.0098,0.7777780000000001,0.0296295703703999,6.0,-0.8333335,0.037036962963,4.0,0.8000002,0.0296295703703999,10.0,0.0423854191954182,0.0076451662000212,631.8420531566522,13.362080801331002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3885,0.0102244999999999,0.673268,0.0154865920319999,0.0
gc19_pc.3utr::gencode::CRLF3::ENSG00000176390.10,0.0,22.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,3.0,4.0,0.0,1.0357142857142858,0.0357142857142857,0.3970344827586209,0.0080333916256157,1.275862155172414,0.6038514527122739,58.0,-0.8172044193548388,0.0488052126643182,31.0,1.116104966292135,0.4560633372205556,89.0,2.214868616020907,0.3044588552166132,264.0,19.624163595936228,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.683857142857144,11.50451932857143,0.5243498571428572,0.0205022461750285,0.0
gc19_pc.3utr::gencode::CXCR2::ENSG00000180871.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4205,0.0295245,0.9130435652173912,0.1330112135266068,46.0,-0.8176191714285709,0.0387027456084919,70.0,0.855459879310345,0.0774674688556027,116.0,0.4902107439463895,0.3193086541293684,301.0,18.83685168452385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0135,0.8857805000000001,0.3902219999999999,0.067129609698,0.0
