geneid,score,index_i
enhancers::chr19:2791400-2792200::NA::NA,0.68132114,9891
enhancers::chr19:33493000-33494000::NA::NA,0.62714636,9923
enhancers::chr19:33516400-33517800::NA::NA,0.73907685,9924
enhancers::chr19:33579800-33580400::NA::NA,0.73907685,9926
enhancers::chr19:33584800-33585400::NA::NA,0.73907685,9928
enhancers::chr19:33588800-33589600::NA::NA,0.73907685,9930
enhancers::chr19:34809400-34810400::NA::NA,0.9501704,9939
enhancers::chr19:34959000-34959600::NA::NA,0.9611198,9949
enhancers::chr19:34962400-34963200::NA::NA,0.9611198,9950
enhancers::chr19:35723000-35724400::NA::NA,0.90646625,9960
enhancers::chr19:35761800-35765400::NA::NA,0.90646625,9961
enhancers::chr19:36129800-36130800::NA::NA,0.88640726,9963
enhancers::chr19:36221400-36223000::NA::NA,0.9064203,9964
enhancers::chr19:36228000-36228800::NA::NA,0.9064203,9965
enhancers::chr19:36641000-36642200::NA::NA,0.864417,9974
enhancers::chr19:36689000-36689800::NA::NA,0.83741117,9975
enhancers::chr19:38803200-38804200::NA::NA,0.9439204,9982
enhancers::chr19:39853000-39858000::NA::NA,0.97813797,9998
enhancers::chr19:39870400-39872400::NA::NA,0.97813797,10001
enhancers::chr19:39872600-39873600::NA::NA,0.97813797,10002
enhancers::chr19:39919800-39923600::NA::NA,0.9765465,10005
enhancers::chr19:39961200-39962000::NA::NA,0.97813797,10007
enhancers::chr19:40760200-40763600::NA::NA,0.9494402,10018
enhancers::chr19:40836600-40837600::NA::NA,0.7985315,10021
enhancers::chr19:40861800-40869400::NA::NA,0.76513463,10022
enhancers::chr19:41211200-41211800::NA::NA,0.63296807,10033
enhancers::chr19:4266400-4269200::NA::NA,0.62553334,10053
enhancers::chr19:4365400-4367400::NA::NA,0.87195545,10071
enhancers::chr19:4420000-4421600::NA::NA,0.74468064,10084
enhancers::chr19:4433600-4435000::NA::NA,0.74468064,10089
enhancers::chr19:4439200-4439800::NA::NA,0.74468064,10090
enhancers::chr19:4453800-4454400::NA::NA,0.74468064,10092
enhancers::chr19:4495400-4496600::NA::NA,0.74468064,10093
enhancers::chr19:47109800-47112600::NA::NA,0.773884,10128
enhancers::chr19:47253200-47254000::NA::NA,0.91400766,10133
enhancers::chr19:49937600-49939200::NA::NA,0.84440035,10185
enhancers::chr19:49997400-49998800::NA::NA,0.82156914,10190
enhancers::chr19:54637200-54639200::NA::NA,0.7092704,10247
enhancers::chr19:5605600-5606200::NA::NA,0.77011585,10259
enhancers::chr19:5644200-5644800::NA::NA,0.7836863,10266
enhancers::chr19:5646600-5648600::NA::NA,0.7771567,10267
enhancers::chr19:578800-583800::NA::NA,0.693124,10281
enhancers::chr19:5929400-5930200::NA::NA,0.74090904,10288
enhancers::chr19:622800-625600::NA::NA,0.6652095,10291
enhancers::chr19:6416800-6418400::NA::NA,0.7086144,10295
enhancers::chr19:6751400-6752400::NA::NA,0.9536161,10299
enhancers::chr1:10074400-10076400::NA::NA,0.70184344,10362
enhancers::chr1:10078200-10079200::NA::NA,0.70184344,10363
enhancers::chr1:10479600-10480800::NA::NA,0.7610526,10416
enhancers::chr1:10674600-10675200::NA::NA,0.85898316,10419
enhancers::chr1:109889600-109890200::NA::NA,0.63349044,10446
enhancers::chr1:109893200-109894400::NA::NA,0.63349044,10447
enhancers::chr1:11084400-11086600::NA::NA,0.94910085,10469
enhancers::chr1:11139800-11141600::NA::NA,0.94201577,10473
enhancers::chr1:111985800-111987600::NA::NA,0.66878176,10486
enhancers::chr1:112247200-112248000::NA::NA,0.66273314,10492
enhancers::chr1:11233400-11234200::NA::NA,0.809662,10493
enhancers::chr1:11235600-11238000::NA::NA,0.809662,10495
enhancers::chr1:11257000-11258000::NA::NA,0.76459366,10498
enhancers::chr1:11297200-11298000::NA::NA,0.6061902,10501
enhancers::chr1:112998800-113002000::NA::NA,0.8715668,10503
enhancers::chr1:11305800-11308000::NA::NA,0.6249372,10504
enhancers::chr1:113074800-113076000::NA::NA,0.6763838,10505
enhancers::chr1:113086200-113088800::NA::NA,0.6763838,10506
enhancers::chr1:113105800-113106400::NA::NA,0.65119994,10507
enhancers::chr1:113211000-113212000::NA::NA,0.920206,10509
enhancers::chr1:113237000-113238000::NA::NA,0.88014674,10510
enhancers::chr1:113368800-113370600::NA::NA,0.7388512,10512
enhancers::chr1:114438800-114439400::NA::NA,0.62149906,10538
enhancers::chr1:114491000-114495600::NA::NA,0.7469928,10539
enhancers::chr1:117486000-117486600::NA::NA,0.71681905,10588
enhancers::chr1:118326200-118327000::NA::NA,0.6530277,10594
enhancers::chr1:118494400-118495200::NA::NA,0.670756,10598
enhancers::chr1:120468000-120468600::NA::NA,0.6628645,10633
enhancers::chr1:120489000-120489800::NA::NA,0.92175233,10635
enhancers::chr1:12344200-12345000::NA::NA,0.72725934,10646
enhancers::chr1:12356000-12357200::NA::NA,0.6659151,10647
enhancers::chr1:12484800-12485400::NA::NA,0.6921057,10649
enhancers::chr1:12676600-12677800::NA::NA,0.69527423,10654
enhancers::chr1:150938200-150943000::NA::NA,0.7540741,10728
enhancers::chr1:150969800-150971200::NA::NA,0.7657407,10729
enhancers::chr1:154555600-154558200::NA::NA,0.8699384,10797
enhancers::chr1:160194200-160195800::NA::NA,0.7845035,10878
enhancers::chr1:160215600-160217400::NA::NA,0.7845035,10879
enhancers::chr1:160220800-160223000::NA::NA,0.7845035,10880
enhancers::chr1:160324000-160324600::NA::NA,0.7497663,10885
enhancers::chr1:160390200-160391200::NA::NA,0.7497663,10888
enhancers::chr1:161011200-161012000::NA::NA,0.968581,10904
enhancers::chr1:161090600-161092200::NA::NA,0.968581,10906
enhancers::chr1:161299800-161300600::NA::NA,0.75532025,10907
enhancers::chr1:165631200-165633200::NA::NA,0.9257479,10957
enhancers::chr1:165635200-165636000::NA::NA,0.9257479,10958
enhancers::chr1:165640400-165641400::NA::NA,0.9257479,10959
enhancers::chr1:167373400-167374200::NA::NA,0.85487646,10978
enhancers::chr1:167926600-167927200::NA::NA,0.9009312,10993
enhancers::chr1:167966000-167966800::NA::NA,0.9009312,10995
enhancers::chr1:168344400-168345600::NA::NA,0.95029604,11003
enhancers::chr1:169047000-169048200::NA::NA,0.8749119,11049
enhancers::chr1:169467400-169468600::NA::NA,0.8659801,11073
enhancers::chr1:169592600-169594800::NA::NA,0.93402946,11079
enhancers::chr1:172385600-172387200::NA::NA,0.9761682,11148
enhancers::chr1:172895000-172895800::NA::NA,0.888218,11162
enhancers::chr1:173193200-173194200::NA::NA,0.87847394,11184
enhancers::chr1:17344800-17346000::NA::NA,0.6858672,11198
enhancers::chr1:173454200-173454800::NA::NA,0.9906848,11199
enhancers::chr1:173478600-173479600::NA::NA,0.9906848,11200
enhancers::chr1:173487600-173488600::NA::NA,0.9906848,11201
enhancers::chr1:173516600-173518600::NA::NA,0.7634998,11203
enhancers::chr1:173542800-173543400::NA::NA,0.7634998,11208
enhancers::chr1:173728000-173728600::NA::NA,0.9097907,11210
enhancers::chr1:173825600-173827000::NA::NA,0.99130124,11211
enhancers::chr1:174100400-174101000::NA::NA,0.95029604,11220
enhancers::chr1:174235400-174237400::NA::NA,0.9249987,11222
enhancers::chr1:179046400-179047000::NA::NA,0.9026955,11269
enhancers::chr1:179829600-179830200::NA::NA,0.8903222,11286
enhancers::chr1:183513200-183517600::NA::NA,0.8903222,11332
enhancers::chr1:185233000-185234000::NA::NA,0.64516324,11363
enhancers::chr1:186612600-186613600::NA::NA,0.757904,11397
enhancers::chr1:186631800-186632800::NA::NA,0.757904,11399
enhancers::chr1:202345600-202346200::NA::NA,0.91928416,11593
enhancers::chr1:202861600-202862200::NA::NA,0.6560812,11598
enhancers::chr1:203289800-203293400::NA::NA,0.8073057,11599
enhancers::chr1:204391800-204392400::NA::NA,0.66562706,11611
enhancers::chr1:206699200-206700800::NA::NA,0.91705626,11638
enhancers::chr1:207936200-207936800::NA::NA,0.98146,11666
enhancers::chr1:207971200-207976200::NA::NA,0.9788408,11668
enhancers::chr1:207984200-207985200::NA::NA,0.9788408,11669
enhancers::chr1:210008400-210010600::NA::NA,0.8814806,11685
enhancers::chr1:210011400-210015000::NA::NA,0.84967977,11686
enhancers::chr1:211377200-211377800::NA::NA,0.85858035,11702
enhancers::chr1:212174800-212176800::NA::NA,0.90886235,11715
enhancers::chr1:212184600-212187000::NA::NA,0.9242823,11716
enhancers::chr1:212277000-212277600::NA::NA,0.8881779,11720
enhancers::chr1:212306200-212307200::NA::NA,0.9566024,11722
enhancers::chr1:212792000-212792800::NA::NA,0.7730422,11730
enhancers::chr1:213052600-213053800::NA::NA,0.71378267,11733
enhancers::chr1:214544000-214546200::NA::NA,0.9923665,11740
enhancers::chr1:220161000-220165200::NA::NA,0.7361379,11794
enhancers::chr1:220322800-220325400::NA::NA,0.8105173,11798
enhancers::chr1:220488400-220490200::NA::NA,0.9798238,11799
enhancers::chr1:220491200-220492400::NA::NA,0.9798238,11800
enhancers::chr1:222878400-222879800::NA::NA,0.89954877,11841
enhancers::chr1:223932000-223934800::NA::NA,0.915336,11850
enhancers::chr1:223940200-223941000::NA::NA,0.915336,11851
enhancers::chr1:224727200-224732800::NA::NA,0.8885987,11869
enhancers::chr1:224734000-224735200::NA::NA,0.8885987,11870
enhancers::chr1:225605400-225607000::NA::NA,0.9630799,11875
enhancers::chr1:225692400-225693200::NA::NA,0.9864113,11876
enhancers::chr1:226578200-226580000::NA::NA,0.7646614,11894
enhancers::chr1:236618600-236619800::NA::NA,0.6930929,12015
enhancers::chr1:236704200-236704800::NA::NA,0.6156285,12016
enhancers::chr1:236728400-236729000::NA::NA,0.6156285,12017
enhancers::chr1:245004000-245008000::NA::NA,0.8313166,12090
enhancers::chr1:31477000-31479800::NA::NA,0.81151724,12224
enhancers::chr1:32517600-32519200::NA::NA,0.804042,12243
enhancers::chr1:32547400-32548000::NA::NA,0.804042,12245
enhancers::chr1:32637800-32638800::NA::NA,0.89561415,12249
enhancers::chr1:32639200-32640000::NA::NA,0.89561415,12250
enhancers::chr1:32693600-32694400::NA::NA,0.87631035,12252
enhancers::chr1:32784600-32790000::NA::NA,0.6129852,12255
enhancers::chr1:33251800-33253000::NA::NA,0.76537764,12263
enhancers::chr1:33257400-33258200::NA::NA,0.76537764,12264
enhancers::chr1:33261000-33268400::NA::NA,0.76537764,12265
enhancers::chr1:33400400-33405000::NA::NA,0.96214885,12269
enhancers::chr1:33699600-33701800::NA::NA,0.8448086,12273
enhancers::chr1:3431400-3434400::NA::NA,0.6823581,12278
enhancers::chr1:3469800-3471800::NA::NA,0.6823581,12281
enhancers::chr1:35627600-35628400::NA::NA,0.85366184,12289
enhancers::chr1:35800000-35800600::NA::NA,0.75106364,12294
enhancers::chr1:36068800-36073400::NA::NA,0.9719948,12299
enhancers::chr1:36099200-36099800::NA::NA,0.9683564,12300
enhancers::chr1:36313600-36314200::NA::NA,0.8696517,12304
enhancers::chr1:3656600-3657400::NA::NA,0.6025723,12306
enhancers::chr1:36755000-36756800::NA::NA,0.93626326,12309
enhancers::chr1:36768400-36771000::NA::NA,0.93626326,12311
enhancers::chr1:36811000-36811600::NA::NA,0.6636217,12313
enhancers::chr1:36812200-36814400::NA::NA,0.6636217,12314
enhancers::chr1:36819400-36820800::NA::NA,0.6917248,12315
enhancers::chr1:36923800-36924800::NA::NA,0.72105825,12317
enhancers::chr1:38424400-38425800::NA::NA,0.69886875,12332
enhancers::chr1:39429600-39430200::NA::NA,0.85045266,12341
enhancers::chr1:39749600-39750600::NA::NA,0.67924666,12345
enhancers::chr1:39826800-39828000::NA::NA,0.9526315,12350
enhancers::chr1:39895600-39898000::NA::NA,0.9431312,12351
enhancers::chr1:39906200-39907400::NA::NA,0.9509053,12353
enhancers::chr1:43369600-43370600::NA::NA,0.8298532,12390
enhancers::chr1:43828600-43829400::NA::NA,0.87336165,12398
enhancers::chr1:43846600-43849800::NA::NA,0.87336165,12399
enhancers::chr1:43887600-43888200::NA::NA,0.8191555,12400
enhancers::chr1:47104200-47105800::NA::NA,0.9430903,12474
enhancers::chr1:6748400-6749200::NA::NA,0.8419518,12763
enhancers::chr1:67821200-67823200::NA::NA,0.9491895,12772
enhancers::chr1:68134000-68135000::NA::NA,0.85497135,12783
enhancers::chr1:6908000-6909600::NA::NA,0.78223795,12814
enhancers::chr1:7837000-7838600::NA::NA,0.7819304,12903
enhancers::chr1:7869400-7871000::NA::NA,0.7819304,12912
enhancers::chr1:8046000-8046800::NA::NA,0.6845288,12924
enhancers::chr1:8416600-8418400::NA::NA,0.80723715,12966
enhancers::chr1:8422600-8423400::NA::NA,0.80723715,12968
enhancers::chr1:8607600-8608400::NA::NA,0.82727003,13003
enhancers::chr1:87276800-87277600::NA::NA,0.65934473,13026
enhancers::chr1:87290800-87291400::NA::NA,0.65934473,13027
enhancers::chr1:87311400-87313000::NA::NA,0.8771766,13029
enhancers::chr1:87313800-87315600::NA::NA,0.8771766,13030
enhancers::chr1:9104400-9105000::NA::NA,0.9066126,13084
enhancers::chr1:9305200-9309600::NA::NA,0.8995795,13095
enhancers::chr1:93348400-93350000::NA::NA,0.6478473,13097
enhancers::chr1:94032200-94034000::NA::NA,0.845448,13109
enhancers::chr1:94039600-94041200::NA::NA,0.8894575,13110
enhancers::chr1:9795400-9797200::NA::NA,0.8227465,13165
enhancers::chr1:9829000-9829800::NA::NA,0.71815395,13167
enhancers::chr20:17598600-17599200::NA::NA,0.7995268,13276
enhancers::chr20:17611200-17613200::NA::NA,0.61095834,13278
enhancers::chr20:17964600-17967400::NA::NA,0.67092884,13286
enhancers::chr20:30737400-30738200::NA::NA,0.72356933,13407
enhancers::chr20:30740400-30743800::NA::NA,0.72356933,13408
enhancers::chr20:30999600-31000800::NA::NA,0.86042744,13420
enhancers::chr20:31025600-31028200::NA::NA,0.87192863,13423
enhancers::chr20:31028600-31029600::NA::NA,0.91149163,13424
enhancers::chr20:32689400-32691200::NA::NA,0.9230536,13450
enhancers::chr20:34214000-34215400::NA::NA,0.61687165,13506
enhancers::chr20:35859400-35861200::NA::NA,0.9568475,13552
enhancers::chr20:43106200-43107200::NA::NA,0.9269307,13635
enhancers::chr20:43121200-43126600::NA::NA,0.6260473,13636
enhancers::chr20:43133000-43134400::NA::NA,0.6260473,13638
enhancers::chr20:43574000-43574600::NA::NA,0.9649411,13641
enhancers::chr20:47700800-47701600::NA::NA,0.70054036,13707
enhancers::chr20:47719800-47721200::NA::NA,0.70054036,13709
enhancers::chr20:47753400-47754200::NA::NA,0.70054036,13711
enhancers::chr20:47765200-47766600::NA::NA,0.70054036,13713
enhancers::chr20:47853600-47855000::NA::NA,0.7335644,13715
enhancers::chr20:47861800-47863400::NA::NA,0.70054036,13716
enhancers::chr20:47864000-47867000::NA::NA,0.70054036,13717
enhancers::chr20:48263000-48266000::NA::NA,0.76291865,13720
enhancers::chr20:48270400-48271000::NA::NA,0.76291865,13721
enhancers::chr20:49568400-49569800::NA::NA,0.77072924,13748
enhancers::chr20:49570200-49571000::NA::NA,0.77072924,13749
enhancers::chr20:54946600-54947200::NA::NA,0.75254416,13802
enhancers::chr20:54959600-54960400::NA::NA,0.75254416,13803
enhancers::chr20:569600-570400::NA::NA,0.7511767,13827
enhancers::chr20:57244200-57246400::NA::NA,0.9431641,13830
enhancers::chr20:57258000-57258600::NA::NA,0.9431641,13831
enhancers::chr20:57259600-57260200::NA::NA,0.9431641,13832
enhancers::chr20:57567200-57570000::NA::NA,0.75456065,13842
enhancers::chr20:60700600-60701600::NA::NA,0.86176044,13864
enhancers::chr20:60702600-60703800::NA::NA,0.86176044,13865
enhancers::chr20:60734400-60737400::NA::NA,0.86176044,13867
enhancers::chr20:60776000-60778600::NA::NA,0.86176044,13869
enhancers::chr20:60911600-60913400::NA::NA,0.87691027,13883
enhancers::chr20:60965000-60966200::NA::NA,0.87691027,13884
enhancers::chr20:61538800-61539800::NA::NA,0.6150588,13890
enhancers::chr20:61543400-61544400::NA::NA,0.6150588,13891
enhancers::chr20:61577400-61579000::NA::NA,0.6150588,13892
enhancers::chr21:27396000-27397600::NA::NA,0.7905265,14031
enhancers::chr21:33001800-33002800::NA::NA,0.8703145,14128
enhancers::chr21:45519200-45520200::NA::NA,0.60747707,14289
enhancers::chr22:22154600-22155600::NA::NA,0.670224,14415
enhancers::chr22:22157800-22159000::NA::NA,0.670224,14416
enhancers::chr22:29681200-29684400::NA::NA,0.62222135,14517
enhancers::chr22:30726600-30730000::NA::NA,0.78509253,14546
enhancers::chr22:30732800-30735800::NA::NA,0.78509253,14547
enhancers::chr22:30776200-30779600::NA::NA,0.62665683,14551
enhancers::chr22:31335800-31337400::NA::NA,0.6794888,14566
enhancers::chr22:36568000-36568600::NA::NA,0.6524389,14633
enhancers::chr22:36619200-36620200::NA::NA,0.7747183,14634
enhancers::chr22:36628800-36630400::NA::NA,0.7747183,14636
enhancers::chr22:36689800-36690600::NA::NA,0.7747183,14638
enhancers::chr22:38265600-38266600::NA::NA,0.7148145,14658
enhancers::chr22:38274200-38277400::NA::NA,0.7148145,14659
enhancers::chr22:38877200-38878400::NA::NA,0.6835147,14676
enhancers::chr22:39120600-39121800::NA::NA,0.85901123,14684
enhancers::chr22:39133400-39139000::NA::NA,0.82238585,14686
enhancers::chr22:42067800-42068600::NA::NA,0.65192324,14754
enhancers::chr22:45550200-45552000::NA::NA,0.64813113,14799
enhancers::chr22:45581800-45582400::NA::NA,0.85343814,14802
enhancers::chr22:45588200-45589400::NA::NA,0.8321201,14803
enhancers::chr2:102453600-102454200::NA::NA,0.64755315,14900
enhancers::chr2:102457600-102461200::NA::NA,0.64755315,14901
enhancers::chr2:102465800-102467400::NA::NA,0.64755315,14903
enhancers::chr2:10324600-10325400::NA::NA,0.7890777,14915
enhancers::chr2:10557600-10558600::NA::NA,0.98245645,14928
enhancers::chr2:10562400-10569200::NA::NA,0.98245645,14929
enhancers::chr2:10575600-10578400::NA::NA,0.98245645,14930
enhancers::chr2:10754400-10755800::NA::NA,0.7375792,14941
enhancers::chr2:10923600-10925800::NA::NA,0.98202974,14959
enhancers::chr2:10929000-10929600::NA::NA,0.98202974,14960
enhancers::chr2:10930600-10935000::NA::NA,0.98202974,14961
enhancers::chr2:11733000-11733600::NA::NA,0.78386205,15011
enhancers::chr2:11761400-11762000::NA::NA,0.9384282,15013
enhancers::chr2:128975200-128975800::NA::NA,0.81314933,15089
enhancers::chr2:130918600-130919400::NA::NA,0.6441113,15105
enhancers::chr2:130932600-130933200::NA::NA,0.6441113,15106
enhancers::chr2:131831600-131832200::NA::NA,0.72275984,15109
enhancers::chr2:131882800-131885000::NA::NA,0.72275984,15111
enhancers::chr2:132293200-132294200::NA::NA,0.61094826,15113
enhancers::chr2:136599600-136601600::NA::NA,0.833872,15140
enhancers::chr2:136682800-136683800::NA::NA,0.833872,15142
enhancers::chr2:165614600-165615200::NA::NA,0.6360958,15421
enhancers::chr2:165666000-165668600::NA::NA,0.77010983,15423
enhancers::chr2:165676600-165677800::NA::NA,0.77010983,15424
enhancers::chr2:165678000-165679000::NA::NA,0.77010983,15425
enhancers::chr2:165706400-165707400::NA::NA,0.67800295,15427
enhancers::chr2:165724200-165725600::NA::NA,0.67800295,15429
enhancers::chr2:182715400-182716400::NA::NA,0.63777405,15664
enhancers::chr2:182724000-182724800::NA::NA,0.63777405,15666
enhancers::chr2:183838200-183838800::NA::NA,0.9326853,15697
enhancers::chr2:190765000-190765800::NA::NA,0.62093365,15842
enhancers::chr2:192579600-192580400::NA::NA,0.67822206,15895
enhancers::chr2:197874600-197876600::NA::NA,0.69187903,15936
enhancers::chr2:197892600-197893400::NA::NA,0.69187903,15937
enhancers::chr2:197916800-197917600::NA::NA,0.6705589,15938
enhancers::chr2:197923200-197924600::NA::NA,0.6705589,15939
enhancers::chr2:201337600-201338200::NA::NA,0.6323277,15992
enhancers::chr2:20402400-20422600::NA::NA,0.9555072,16039
enhancers::chr2:204050200-204051000::NA::NA,0.7343469,16040
enhancers::chr2:209161000-209162000::NA::NA,0.6647716,16141
enhancers::chr2:220435400-220436400::NA::NA,0.8069615,16324
enhancers::chr2:220468400-220472000::NA::NA,0.8069615,16325
enhancers::chr2:242139600-242142200::NA::NA,0.6834101,16568
enhancers::chr2:242168000-242169000::NA::NA,0.6834101,16569
enhancers::chr2:242181400-242182200::NA::NA,0.6834101,16571
enhancers::chr2:242269400-242270200::NA::NA,0.6538454,16574
enhancers::chr2:242276200-242276800::NA::NA,0.6538454,16575
enhancers::chr2:242284600-242285400::NA::NA,0.6538454,16576
enhancers::chr2:27223000-27224600::NA::NA,0.94014657,16626
enhancers::chr2:27844400-27846800::NA::NA,0.9144143,16636
enhancers::chr2:27849600-27850800::NA::NA,0.9144143,16637
enhancers::chr2:27859800-27862200::NA::NA,0.9144143,16638
enhancers::chr2:42551600-42552600::NA::NA,0.93690246,16795
enhancers::chr2:58431000-58432000::NA::NA,0.7371811,16978
enhancers::chr2:65363400-65365200::NA::NA,0.81230974,17119
enhancers::chr2:65369400-65370200::NA::NA,0.81230974,17120
enhancers::chr2:65385200-65389200::NA::NA,0.81230974,17122
enhancers::chr2:65403400-65404000::NA::NA,0.83208597,17124
enhancers::chr2:9200400-9201400::NA::NA,0.62626797,17385
enhancers::chr2:9217600-9218600::NA::NA,0.62626797,17386
enhancers::chr2:9505200-9506200::NA::NA,0.76522505,17388
enhancers::chr2:9513000-9514800::NA::NA,0.76522505,17389
enhancers::chr2:96939600-96941000::NA::NA,0.73949313,17404
enhancers::chr3:10317600-10319200::NA::NA,0.90322673,17496
enhancers::chr3:10346600-10347600::NA::NA,0.89675784,17498
enhancers::chr3:10359200-10360800::NA::NA,0.89675784,17500
enhancers::chr3:12652000-12653000::NA::NA,0.90513855,17831
enhancers::chr3:127330800-127335000::NA::NA,0.7914367,17838
enhancers::chr3:127374200-127375000::NA::NA,0.88314337,17839
enhancers::chr3:127480400-127483200::NA::NA,0.6584313,17841
enhancers::chr3:127567000-127568400::NA::NA,0.7274214,17842
enhancers::chr3:127783800-127784400::NA::NA,0.6583534,17844
enhancers::chr3:128316200-128317400::NA::NA,0.7002992,17854
enhancers::chr3:128338600-128339600::NA::NA,0.7002992,17855
enhancers::chr3:133303800-133308400::NA::NA,0.72089684,17924
enhancers::chr3:133315400-133316400::NA::NA,0.72089684,17928
enhancers::chr3:133327200-133328000::NA::NA,0.72089684,17929
enhancers::chr3:133329000-133329600::NA::NA,0.72089684,17930
enhancers::chr3:139077600-139079000::NA::NA,0.8505321,17978
enhancers::chr3:141634800-141635400::NA::NA,0.8724452,18026
enhancers::chr3:149015000-149017800::NA::NA,0.9160511,18134
enhancers::chr3:149033400-149034600::NA::NA,0.8270423,18135
enhancers::chr3:150209800-150210600::NA::NA,0.783894,18165
enhancers::chr3:150236200-150237000::NA::NA,0.783894,18166
enhancers::chr3:150239000-150239800::NA::NA,0.783894,18167
enhancers::chr3:160151800-160152600::NA::NA,0.6002998,18367
enhancers::chr3:160543200-160544000::NA::NA,0.6024736,18379
enhancers::chr3:161193800-161194400::NA::NA,0.7848341,18393
enhancers::chr3:167365000-167365600::NA::NA,0.67442214,18417
enhancers::chr3:167374600-167376200::NA::NA,0.67442214,18418
enhancers::chr3:167526400-167527200::NA::NA,0.8667273,18421
enhancers::chr3:182701400-182702000::NA::NA,0.7686909,18563
enhancers::chr3:182756000-182756800::NA::NA,0.7686909,18564
enhancers::chr3:182791600-182792400::NA::NA,0.7686909,18565
enhancers::chr3:183045800-183046800::NA::NA,0.7744979,18569
enhancers::chr3:183075000-183076000::NA::NA,0.7744979,18570
enhancers::chr3:183209200-183211200::NA::NA,0.86925536,18572
enhancers::chr3:183493400-183494400::NA::NA,0.8749119,18574
enhancers::chr3:183526800-183527600::NA::NA,0.9097907,18578
enhancers::chr3:183528600-183529400::NA::NA,0.9097907,18579
enhancers::chr3:183588200-183589200::NA::NA,0.9097907,18583
enhancers::chr3:183593400-183595800::NA::NA,0.9097907,18584
enhancers::chr3:183642400-183643400::NA::NA,0.9097907,18585
enhancers::chr3:183691400-183692400::NA::NA,0.9097907,18589
enhancers::chr3:183744400-183745600::NA::NA,0.9113359,18592
enhancers::chr3:183862000-183862600::NA::NA,0.99130124,18594
enhancers::chr3:185403000-185403800::NA::NA,0.7984959,18614
enhancers::chr3:186301200-186302200::NA::NA,0.61683565,18621
enhancers::chr3:186418000-186418600::NA::NA,0.6434551,18622
enhancers::chr3:186578400-186579000::NA::NA,0.97954607,18626
enhancers::chr3:187499600-187500200::NA::NA,0.8936313,18636
enhancers::chr3:187539400-187540000::NA::NA,0.8936313,18638
enhancers::chr3:187606800-187607800::NA::NA,0.7251772,18642
enhancers::chr3:187846800-187847800::NA::NA,0.88931483,18649
enhancers::chr3:189617800-189619200::NA::NA,0.7503972,18671
enhancers::chr3:191075200-191077600::NA::NA,0.6595855,18703
enhancers::chr3:191131400-191132400::NA::NA,0.6171269,18707
enhancers::chr3:194142600-194143800::NA::NA,0.8510112,18716
enhancers::chr3:194168200-194168800::NA::NA,0.8510112,18717
enhancers::chr3:195743000-195743800::NA::NA,0.8716962,18732
enhancers::chr3:195784200-195786400::NA::NA,0.84022796,18734
enhancers::chr3:196647200-196647800::NA::NA,0.84022796,18742
enhancers::chr3:196664800-196665400::NA::NA,0.84022796,18743
enhancers::chr3:37091000-37092000::NA::NA,0.6962236,19006
enhancers::chr3:37314200-37316000::NA::NA,0.6667774,19011
enhancers::chr3:37347600-37349200::NA::NA,0.6667774,19012
enhancers::chr3:4606600-4608600::NA::NA,0.8855139,19191
enhancers::chr3:47463200-47467400::NA::NA,0.60345566,19208
enhancers::chr3:4818200-4821000::NA::NA,0.87872845,19227
enhancers::chr3:4827400-4828600::NA::NA,0.87872845,19232
enhancers::chr3:48569200-48570400::NA::NA,0.6558071,19238
enhancers::chr3:49748200-49749800::NA::NA,0.6996923,19271
enhancers::chr3:49764800-49765800::NA::NA,0.6996923,19272
enhancers::chr3:5224400-5228600::NA::NA,0.7804187,19314
enhancers::chr3:5243800-5244600::NA::NA,0.7804187,19325
enhancers::chr3:5246600-5247400::NA::NA,0.7804187,19326
enhancers::chr3:52727800-52728800::NA::NA,0.6222708,19338
enhancers::chr3:72737400-72738000::NA::NA,0.7896063,19533
enhancers::chr3:98528600-98530400::NA::NA,0.7043599,19674
enhancers::chr3:98558600-98560000::NA::NA,0.91142845,19675
enhancers::chr4:1208400-1214200::NA::NA,0.62902784,20073
enhancers::chr4:1225200-1226800::NA::NA,0.62902784,20102
enhancers::chr4:1290600-1296200::NA::NA,0.64739645,20148
enhancers::chr4:1726000-1733200::NA::NA,0.728769,20503
enhancers::chr4:184001400-184002400::NA::NA,0.7069428,20623
enhancers::chr4:1905800-1906600::NA::NA,0.7645589,20688
enhancers::chr4:1915000-1915800::NA::NA,0.7645589,20690
enhancers::chr4:1986000-1986600::NA::NA,0.74744385,20693
enhancers::chr4:2649200-2650200::NA::NA,0.71229,20764
enhancers::chr4:2915000-2917000::NA::NA,0.9637624,20781
enhancers::chr4:2919800-2920800::NA::NA,0.9637624,20782
enhancers::chr4:56221600-56224600::NA::NA,0.6515019,21031
enhancers::chr4:56246600-56248400::NA::NA,0.6515019,21032
enhancers::chr4:57325800-57326400::NA::NA,0.8590835,21058
enhancers::chr4:68422800-68424000::NA::NA,0.6000352,21089
enhancers::chr4:68546800-68548400::NA::NA,0.60015005,21092
enhancers::chr4:76568800-76570000::NA::NA,0.90828925,21294
enhancers::chr4:77961000-77963200::NA::NA,0.84348106,21322
enhancers::chr4:77964000-77965000::NA::NA,0.84348106,21323
enhancers::chr4:83214000-83215400::NA::NA,0.6252038,21406
enhancers::chr4:83308800-83310200::NA::NA,0.6252038,21407
enhancers::chr4:83316200-83316800::NA::NA,0.6252038,21408
